	Case1	Case2	Case3	Case4	Ctrl1	Ctrl2	Ctrl3	Ctrl4
Dcbld2	353.54	3.79	3.60	8.12	2633.31	2466.05	2426.14	1425.97
Dcdc2c	54.92	309.93	351.53	203.50	221.58	23.65	10.07	8.24
Dck	312.38	149.29	404.26	396.34	181.93	222.97	130.99	54.99
Dclre1a	505.74	2.93	100.34	30.53	3696.25	2576.67	3802.86	2399.93
Dclre1b	9.40	9.89	251.66	0.98	666.61	1489.01	507.97	264.30
Dclre1c	22.78	627.55	767.64	59.99	425.73	984.72	314.08	312.65
Dcp1a	60.37	678.85	739.35	1.96	46270.17	54524.71	36327.58	22516.24
Dcp2	1.06	8.01	106.90	366.93	16478.80	18574.67	10914.23	8417.58
Dcps	189.10	9.76	534.46	201.97	1546.43	490.93	939.94	468.92
Dcst2	147.61	474.22	73.06	291.63	127.95	21.00	49.00	24.00
Dctd	673.23	1122.34	451.99	2944.69	5078.35	4273.60	4457.94	2635.87
Dctn1	9.58	134.66	0.97	45.02	845.69	439.94	690.95	164.97
Dctn2	180.15	817.80	280.54	1063.80	149.98	838.74	232.98	311.95
Dctn3	237.64	241.01	696.43	213.34	1003.63	459.94	596.96	375.94
Dctn4	288.57	1423.65	1610.22	1092.14	3240.13	4014.50	4100.89	2198.65
Dctn5	571.10	1291.92	1987.19	337.63	2294.77	1984.57	1311.91	862.86
Dctn6	3.83	284.37	1.95	162.41	501.08	654.53	338.65	275.88
Dctpp1	348.79	1105.53	604.92	1626.41	198.93	325.96	236.98	359.94
Dcun1d1	556.73	136.21	352.63	1370.46	11429.31	14703.27	10553.43	8705.49
Dcun1d2	216.55	69.88	103.03	4.45	269.84	582.43	379.89	321.38
Dcun1d3	338.25	260.53	168.52	110.58	552.80	1005.87	641.96	689.88
Dcun1d4	122.53	683.19	14.60	111.68	1168.57	1575.79	983.93	977.84
Dcun1d5	481.98	720.11	436.40	721.25	13304.14	10278.63	7864.48	7172.81
Dcxr	65.15	186.40	264.96	201.60	121.87	63.99	30.00	69.99
Dda1	38.33	226.38	16.56	19.57	2908.94	3666.51	2630.83	1835.69
Ddah1	482.94	1029.43	58.45	510.84	13.99	43.99	91.99	66.99
Ddb1	1596.39	4572.44	6623.00	5106.47	24689.99	19822.35	20654.63	12941.84
Ddb2	0.42	767.80	37.54	747.59	2744.48	2135.54	2035.67	1355.87
Ddhd1	0.96	1.95	568.88	0.98	3796.01	7859.49	4766.01	3753.38
Ddhd2	323.63	39.74	472.31	1012.46	1098.11	426.63	723.56	260.91
Ddi2	179.19	1772.41	320.48	439.74	15695.67	14234.94	13437.87	8524.72
Ddias	1171.90	430.31	339.97	1232.09	3533.71	2569.66	2544.83	1786.70
Ddit3	0.96	1.95	539.66	5.87	526.81	1193.84	661.96	555.91
Ddit4	1.92	144.41	3.90	54.96	321.88	148.98	240.98	115.98
Ddit4l	92.98	93.08	9.60	202.61	760.75	378.15	556.58	318.63
Ddo	0.34	6.09	3.86	1.06	18.40	9.78	36.78	27.22
Ddost	156.19	473.25	1237.12	325.88	985.64	1235.83	1083.93	615.90
Ddr1	2.87	259.55	246.45	332.73	1189.57	305.96	558.96	243.96
Ddr2	347.29	0.98	45.73	14.69	762.21	817.85	718.23	324.77
Ddrgk1	162.90	264.43	214.30	268.14	1.00	259.97	11.00	67.99
Ddt	6.71	113.92	131.51	36.96	146.95	7.00	53.00	85.99
Ddx1	1442.12	1337.78	312.69	1892.66	146.95	85.99	278.98	160.97
Ddx10	89.11	2057.89	1162.12	2149.06	788.71	1110.85	474.97	503.91
Ddx11	3.20	1.97	1.99	233.98	600.64	1654.51	1174.24	661.30
Ddx17	99.65	617.66	2088.50	196.70	832.70	1417.81	1299.91	691.88
Ddx18	1459.20	5623.19	3303.38	2944.69	6549.83	5053.04	4185.84	3970.09
Ddx19a	22.04	257.02	117.82	133.80	4127.52	4416.70	3936.95	2817.31
Ddx19b	517.44	43.51	471.52	568.85	1639.37	1199.55	1161.71	1080.04
Ddx20	90.02	490.83	1037.44	1168.88	154.80	76.54	71.25	214.49
Ddx21	1230.35	6985.50	7070.12	6355.20	2311.16	1239.83	1162.87	1042.83
Ddx23	18.89	46.83	40.13	227.76	207.18	83.32	244.65	176.60
Ddx24	390.40	1026.40	1407.85	2451.46	12215.16	11660.36	10370.11	7849.69
Ddx27	233.56	2075.61	1441.44	1756.62	1072.89	1014.56	928.81	572.70
Ddx28	1.67	0.98	3.90	1.04	337.88	1288.83	1664.89	521.91
Ddx31	3.83	1729.05	447.12	624.36	5.00	458.94	320.98	28.00
Ddx39	2971.46	9603.67	9272.77	7770.92	3488.37	5096.38	2915.81	2334.90
Ddx39b	1235.15	2599.44	1191.34	2679.48	603.78	1079.86	942.94	335.94
Ddx3x	4886.91	10081.38	14260.05	16746.25	35073.21	41711.45	36173.61	27073.49
Ddx4	183.14	1.43	77.35	72.03	809.70	127.98	319.98	259.96
Ddx41	984.07	1536.83	970.22	828.90	183.93	1329.82	162.99	221.96
Ddx42	3.83	1388.51	784.16	1232.09	1046.62	1293.83	1028.93	774.87
Ddx46	711.96	2726.28	919.56	855.32	5324.06	5787.23	4880.67	2808.53
Ddx47	771.37	3635.26	2685.63	5435.28	2095.24	1395.81	489.22	456.92
Ddx49	557.68	3655.53	376.98	1890.71	164.58	229.97	364.98	25.00
Ddx5	3257.91	14985.85	13422.12	9705.41	8438.93	9513.66	7376.53	5554.26
Ddx50	204.34	36.10	1566.97	189.85	504.74	1507.48	729.27	657.20
Ddx51	2.87	869.41	547.45	32.29	269.90	949.87	557.96	313.95
Ddx52	485.82	523.99	2712.91	2075.67	1778.35	1780.77	1887.87	990.83
Ddx54	50.47	308.54	163.65	24.47	72.61	11.67	21.73	8.08
Ddx55	507.20	40.60	1983.55	1245.47	529.53	1498.06	1015.06	657.19
Ddx56	980.26	4542.19	5404.38	2075.67	698.75	1689.77	1318.91	1060.82
Ddx58	17.36	12.49	26.00	4.17	399.50	419.48	349.92	50.97
Ddx59	1.77	43.23	166.03	2.24	909.67	1296.82	1268.92	684.89
Ddx6	251.94	369.81	168.52	184.96	1915.80	1834.22	1508.71	1709.01
Ddx60	133.75	0.98	0.89	20.34	349.87	231.01	303.98	81.99
Deaf1	73.84	9.77	2.96	415.91	493.84	208.98	114.99	90.99
Decr2	57.30	840.52	819.62	608.20	103.31	66.61	31.23	52.48
Dedd	118.14	939.18	943.26	642.26	5996.57	8219.09	6158.51	4406.45
Dedd2	440.78	497.64	78.90	682.10	10.00	27.00	27.00	73.00
Def6	56.53	227.73	234.76	218.60	238.91	51.99	200.99	101.98
Def8	996.55	251.75	3905.22	2915.32	229.92	695.91	248.98	243.96
Defb42	3.44	7.82	1.36	3.66	9.92	6.22	9.55	4.24
Degs1	50.79	86.84	0.97	1226.22	13174.79	11464.96	10059.94	7833.25
Degs2	7.85	0.71	0.73	17.93	414.57	719.12	412.28	220.21
Dek	363.39	625.71	125.02	594.54	5927.51	6476.44	5189.18	3361.76
Dennd1a	68.57	5.66	9.78	14.49	1568.80	2069.53	2078.16	984.08
Dennd1b	2.18	2.43	19.42	95.87	136.42	186.46	253.16	177.41
Dennd1c	42.64	0.98	27.85	107.65	235.91	75.99	35.00	53.99
Dennd2a	37.92	121.07	139.39	6.76	1031.13	343.60	284.63	443.59
Dennd3	69.57	16.99	105.18	0.84	863.68	395.95	906.94	393.93
Dennd4a	11.93	22.67	54.51	0.98	3930.26	4070.66	2895.24	2476.30
Dennd4c	0.96	2141.90	587.45	662.53	1299.52	1995.73	1136.20	902.44
Dennd5a	3.83	264.72	1.05	299.43	1644.12	1819.11	1456.80	719.01
Dennd5b	125.76	116.14	321.64	642.06	152.72	114.76	97.79	48.80
Dennd6a	1.52	16.56	53.81	117.03	6567.40	8967.88	4520.76	2416.60
Denr	753.39	1167.92	1418.00	2050.69	450.63	466.73	478.46	361.83
Depdc1a	0.50	18.28	458.38	2.92	159.94	163.90	19.00	34.99
Depdc1b	91.99	2.93	326.82	44.04	106.96	220.97	25.00	115.98
Depdc5	52.70	4.04	12.48	64.87	1926.04	1463.61	1437.43	705.84
Depdc7	459.95	183.44	1699.83	2575.74	18085.40	21858.08	18554.77	11259.12
Deptor	61.65	677.04	711.66	278.54	12231.84	13911.74	8133.71	5903.94
Dera	2.87	677.18	495.82	263.25	480.88	380.96	578.00	435.97
Derl1	295.13	490.81	329.25	1.96	227.92	186.98	225.99	75.99
Derl2	55.77	746.47	276.02	171.73	766.80	968.96	478.08	617.99
Derl3	273.75	448.85	644.86	983.73	1598.42	2969.60	1814.88	671.89
Desi1	287.47	67.33	48.71	16.64	884.68	1271.83	487.97	458.92
Desi2	8.51	613.53	116.22	78.25	5352.05	6583.53	4265.68	3736.37
Det1	7.80	14.37	97.03	3.44	4412.84	6142.68	5279.73	3402.17
Dffa	0.26	117.09	130.10	0.98	359.15	126.34	145.56	22.13
Dffb	15.73	113.75	550.90	5.51	61.47	13.02	59.96	17.00
Dfna5	4.01	864.93	1691.41	257.38	178.12	427.94	70.00	48.16
Dgat1	23.96	1.42	48.71	0.98	406.85	15.00	212.99	72.99
Dgat2	390.00	157.78	3.66	37.37	407.85	410.95	313.98	30.99
Dgcr14	0.96	438.12	333.15	183.98	1404.49	2504.67	1607.89	957.84
Dgcr2	13.42	198.08	187.03	0.98	2223.19	1606.79	1720.89	744.88
Dgcr6	80.11	196.13	234.76	82.20	312.89	363.95	310.98	227.96
Dgcr8	105.39	473.01	320.49	238.63	2638.59	1540.57	723.30	732.38
Dgka	1.28	9.19	118.58	6.54	40.21	37.95	14.53	11.35
Dgkd	60.27	180.52	1.95	368.94	4951.19	3106.59	2719.82	2468.59
Dgke	154.89	252.94	491.10	17.90	666.09	102.53	348.47	108.24
Dgkz	233.81	183.44	603.95	731.03	328.88	373.95	168.99	58.99
Dguok	182.06	0.98	308.81	210.40	1083.60	591.92	800.95	176.97
Dhcr7	148.91	273.60	29.53	462.25	4.00	15.27	221.99	280.95
Dhdds	144.28	325.57	828.16	489.31	607.35	629.92	378.98	143.98
Dhdh	32.28	107.94	147.44	31.05	751.43	679.10	594.56	472.80
Dhfr	481.47	12.69	773.72	118.14	345.79	261.23	304.84	162.30
Dhodh	135.04	939.55	1.16	1.20	1267.67	1059.22	1093.79	693.04
Dhps	317.24	579.60	682.85	62.63	206.92	269.96	2.00	55.99
Dhrs1	0.96	1091.88	214.94	268.14	3590.69	4671.38	4068.73	3130.48
Dhrs11	4.09	152.62	218.77	386.67	338.88	292.96	72.00	89.99
Dhrs13	13.05	247.96	102.28	7.83	62.98	12.00	112.99	21.00
Dhrs13os	10.31	48.92	21.71	9.88	485.33	704.18	223.83	290.14
Dhrs7b	212.76	496.49	22.50	835.75	169.91	91.11	351.50	97.25
Dhtkd1	606.97	2522.21	161.63	601.38	46.21	228.88	58.55	95.41
Dhx15	1450.74	1047.97	2897.85	2244.97	2138.30	1889.75	1236.95	1039.82
Dhx16	0.76	1910.28	111.88	1873.14	346.39	816.81	506.71	292.27
Dhx29	64.20	282.97	1085.16	505.95	864.68	1480.80	1088.93	887.85
Dhx30	415.47	2693.19	1284.79	775.54	3146.40	3314.68	2611.92	1557.49
Dhx32	291.30	1416.82	571.80	789.75	5338.06	4969.33	3966.73	2579.57
Dhx33	567.95	1704.66	113.71	111.56	87.44	308.12	341.66	241.96
Dhx35	0.76	1.95	28.25	69.88	410.85	677.91	267.98	361.94
Dhx36	238.60	563.99	338.99	396.34	4112.50	2661.64	2109.86	2195.63
Dhx37	2.74	1759.64	66.21	135.25	10.41	7.03	48.99	3.53
Dhx38	114.87	6.83	262.04	954.16	521.81	355.95	383.97	369.94
Dhx40	89.34	536.83	1527.28	148.75	1527.37	1352.73	1254.83	736.66
Dhx57	65.16	5.85	57.47	317.07	5068.15	5079.32	3749.75	2633.56
Dhx8	363.72	897.51	1948.63	785.94	1284.89	1524.54	1157.18	742.27
Dhx9	371.75	1384.34	633.11	350.07	281.70	174.24	199.68	57.65
Diablo	101.57	2866.80	1515.72	2024.78	1423.41	888.09	536.88	496.95
Diaph1	96.78	1012.84	527.00	477.57	11876.67	8713.83	6580.56	4318.28
Diaph2	3.74	4.16	4.45	3.41	17.29	5.23	14.84	7.18
Diaph3	48.05	1210.23	293.56	303.86	2204.78	1823.32	1633.61	958.84
Dicer1	139.73	326.06	233.55	610.82	17408.39	20239.12	11545.83	9639.11
Dido1	223.27	588.88	243.48	308.35	3777.44	2235.30	1886.36	991.89
Diexf	11.50	724.97	1013.08	411.02	3755.49	4311.72	2519.29	1357.13
Dimt1	369.87	1008.94	1709.80	2477.88	132.62	75.11	102.91	86.18
Dip2b	6.72	4.23	4.87	1224.87	6331.28	8415.59	5109.69	2763.21
Dip2c	17.25	39.03	88.75	198.66	1220.56	1441.81	1377.91	961.84
Dirc2	922.77	2196.69	2013.49	692.87	171.97	445.89	207.92	63.79
Dis3	1.92	71.23	322.43	520.63	240.91	145.98	59.00	97.98
Dis3l	2.18	40.59	3.03	1.96	1610.42	1502.80	1697.89	879.82
Dis3l2	0.36	248.57	1.90	238.61	1287.53	166.98	379.98	75.99
Disc1	3.54	3.39	10.70	5.60	182.19	376.79	154.32	95.98
Disp1	0.96	82.69	85.25	3.91	1055.61	1567.79	1314.91	811.87
Dkc1	3378.60	5764.55	3526.11	1987.33	11818.81	13760.06	8488.87	5329.62
Dkk1	0.62	12.05	8.44	0.90	3.32	147.49	35.49	44.82
Dkk2	2.05	7.41	3.13	3.99	25.17	41.27	39.86	24.80
Dlat	1.92	686.94	594.21	343.50	1617.41	2228.70	1148.92	1202.80
Dlc1	69.96	634.73	1.99	872.66	89.77	274.93	417.65	195.75
Dld	462.82	1016.51	1687.46	3588.30	2028.63	2588.29	2577.11	1768.25
Dleu2	149.69	49.13	107.15	31.05	207.26	127.52	90.61	76.96
Dlg1	337.27	1988.58	1419.84	787.05	3472.24	3602.71	2200.85	1786.72
Dlg3	0.36	21.47	251.96	0.98	2.00	23.00	12.00	52.99
Dlg5	416.75	394.21	0.97	104.98	2436.11	2739.63	1951.87	946.84
Dlgap1	0.97	0.98	7.85	350.37	226.92	301.96	145.22	209.46
Dlgap4	6.71	121.97	7.79	374.81	3999.54	5651.24	6826.54	4680.22
Dlgap5	822.03	922.69	140.19	272.74	4089.71	2874.94	2882.58	1825.89
Dll3	49.62	8.16	2.92	7.83	23.99	12.00	7.00	55.99
Dlst	130.87	22.44	535.21	4.89	2688.02	3188.57	1967.87	1314.78
Dlx6	1.15	10.26	8.84	6.58	7.95	30.93	16.57	13.29
Dmap1	199.31	1194.34	1582.93	531.39	153.94	117.98	120.99	81.99
Dmbx1	0.41	249.39	82.67	397.20	16.05	7.04	11.02	9.03
Dmd	1.08	660.01	1.00	20.61	898.74	609.86	304.96	357.75
Dmpk	7.91	22.48	6.82	93.95	52.98	103.99	29.00	61.99
Dmrtb1	152.08	136.61	160.73	9.79	402.85	491.93	582.96	294.95
Dmtf1	139.90	364.94	3209.06	916.97	3433.11	2663.96	2467.84	1101.12
Dmwd	7.67	26.35	388.67	12.72	1726.37	1681.78	1709.88	654.89
Dmxl1	1.43	1386.49	795.67	21.45	1936.33	1836.41	2318.06	1831.69
Dmxl2	10.90	1293.43	50.65	8.68	1593.18	2039.67	1571.21	1085.43
Dna2	238.51	779.23	762.71	24.59	506.91	407.23	424.42	273.97
Dnaaf5	66.33	245.18	1334.04	958.16	10384.71	12430.84	7341.76	5039.31
Dnah14	70.59	182.09	112.58	152.33	283.05	155.06	244.27	110.48
Dnah17	28.16	17.33	0.90	76.86	16.08	109.02	45.22	18.56
Dnah2	0.28	635.64	169.50	157.83	14.99	102.99	60.00	66.99
Dnah7a	4.94	10.73	0.89	24.66	912.43	676.64	938.41	677.62
Dnah7b	1.94	9.74	15.40	5.32	735.91	937.57	814.01	1073.98
Dnah7c	28.47	80.94	83.44	77.70	1973.55	2523.96	1365.46	1242.41
Dnah8	442.81	113.19	138.44	64.59	2236.18	3543.41	2555.96	1532.60
Dnaja1	12363.14	23371.36	38314.88	29746.41	8225.72	10177.92	5956.83	4978.01
Dnaja2	2046.76	2773.12	3538.95	4236.47	9494.54	12119.38	9493.37	6052.99
Dnaja3	266.39	101.48	212.36	793.67	1444.48	1516.80	1665.89	615.90
Dnajb1	610.05	1193.72	1919.64	1831.59	9666.14	9495.39	6591.70	5192.18
Dnajb11	232.85	1158.23	319.51	307.29	281.45	938.87	310.98	298.95
Dnajb12	334.42	778.66	276.65	58.72	664.76	570.92	266.98	217.96
Dnajb14	73.07	342.83	779.97	214.18	1339.54	520.04	453.73	290.76
Dnajb2	132.23	6.83	37.99	213.34	9.00	252.97	68.00	147.98
Dnajb6	2322.48	12517.11	12821.48	9376.90	11657.96	13713.56	8559.01	6994.68
Dnajb9	177.27	1342.89	1144.58	1188.71	221.06	60.29	167.68	172.09
Dnajc1	19.52	3.27	198.14	77.40	1168.76	1089.05	679.95	676.36
Dnajc10	225.18	1.95	4.87	23.49	617.77	726.90	336.98	328.95
Dnajc11	149.98	1256.81	1339.10	2261.30	7484.56	11729.32	7193.65	6919.71
Dnajc13	547.14	416.65	705.26	782.90	6144.76	4834.35	4933.68	2650.55
Dnajc14	340.38	572.21	615.55	490.63	4121.31	4688.27	3382.99	2210.44
Dnajc15	385.20	703.53	2566.79	851.40	307.89	148.98	293.98	163.97
Dnajc16	98.92	83.92	10.72	20.55	231.92	377.95	195.99	166.97
Dnajc17	22.04	220.52	347.76	153.64	783.26	496.93	330.30	381.92
Dnajc18	319.09	5.85	0.97	5.87	501.82	685.91	521.97	607.90
Dnajc19	76.66	873.31	236.71	292.61	276.57	93.99	162.99	95.24
Dnajc2	443.27	1304.40	2205.03	1743.39	1923.60	2282.37	1142.15	1148.36
